requests_per_minute,failed_requests,unique_urls,avg_response_size,method_get,method_post,is_night
5,0,2,1388,1,0,1
2,0,2,1320,1,0,1
4,0,4,547,1,0,1
4,0,3,578,1,0,1
5,0,3,926,1,1,1
5,0,1,1327,1,0,1
5,1,4,519,1,0,1
3,0,3,469,1,0,1
5,0,4,1233,1,0,1
6,0,4,1495,1,0,1
1,0,5,1275,1,0,1
5,0,4,917,1,0,1
1,0,1,883,1,0,1
5,0,4,882,1,0,1
3,0,3,641,1,1,1
5,0,3,1373,1,0,1
1,0,2,1180,1,0,1
1,0,1,1093,1,0,1
3,1,4,1432,1,0,1
3,0,3,1097,1,0,1
2,0,4,1183,1,0,1
1,0,1,1353,1,0,1
3,0,3,765,1,0,1
5,0,5,1493,1,0,1
5,0,1,1227,1,1,1
1,0,2,910,1,0,1
2,0,1,750,1,0,1
6,0,4,475,1,0,1
4,0,4,890,1,0,1
3,0,5,708,1,0,1
1,0,4,429,1,0,1
1,0,1,498,1,0,1
6,1,3,1425,1,0,1
2,0,5,1344,1,0,1
2,0,5,691,1,0,1
5,0,4,1351,1,0,1
2,0,4,568,1,0,1
5,0,4,612,1,0,1
1,1,4,440,1,0,1
3,0,1,781,1,0,1
1,0,2,793,1,0,1
1,0,3,1457,1,0,1
3,0,5,414,1,0,1
6,1,1,1136,1,0,1
6,0,5,1116,1,0,1
4,0,1,638,1,0,1
2,0,1,1274,1,0,1
2,0,5,1150,1,0,1
1,0,2,1393,1,0,1
6,0,2,406,1,0,1
5,0,2,1397,1,0,1
4,0,3,696,1,0,1
2,0,5,1120,1,0,1
5,0,3,713,1,0,1
2,1,4,1217,1,0,1
1,0,3,453,1,0,1
1,0,5,1028,1,0,1
2,0,1,782,1,0,1
1,0,4,1258,1,0,1
2,0,2,597,1,0,1
6,0,3,498,1,0,1
1,0,5,1459,1,0,1
3,0,5,551,1,0,1
6,0,3,672,1,0,1
2,0,1,1251,1,1,1
3,0,1,1151,1,1,1
2,0,1,966,1,0,1
5,0,3,1017,1,0,1
1,0,5,1314,1,0,1
6,0,4,451,1,0,1
4,1,4,905,1,0,1
5,0,4,949,1,0,1
2,0,3,640,1,0,1
5,0,2,1343,1,0,1
1,0,2,410,1,0,1
4,0,4,1445,1,0,1
6,0,1,848,1,0,1
1,0,5,895,1,0,1
4,0,1,513,1,0,1
5,0,5,1100,1,0,1
6,0,4,571,1,1,1
2,0,4,1402,1,0,1
5,0,2,936,1,0,1
2,0,5,612,1,0,1
5,0,5,466,1,0,1
6,0,1,877,1,0,1
3,0,4,1491,1,0,1
6,0,5,751,1,0,1
1,1,3,1383,1,1,1
4,0,1,1025,1,0,1
2,0,5,1358,1,0,1
2,0,2,796,1,0,1
6,0,4,825,1,0,1
1,0,2,1402,1,0,1
3,0,4,1023,1,0,1
5,0,5,988,1,1,1
2,0,2,1043,1,0,1
5,0,3,1296,1,0,1
5,1,1,1445,1,0,1
4,0,4,658,1,0,1
6,0,1,1136,1,0,1
2,0,1,433,1,0,1
4,0,2,1230,1,1,1
5,0,1,656,1,0,1
3,0,2,1134,1,0,1
5,0,3,1076,1,0,1
5,0,3,418,1,0,1
1,0,1,1345,1,0,1
3,0,3,932,1,0,1
3,0,1,823,1,0,1
4,1,3,948,1,0,1
6,0,3,1476,1,0,1
2,1,5,716,1,0,1
2,0,5,1185,1,0,1
3,0,5,1107,1,0,1
2,0,4,1462,1,0,1
4,0,3,537,1,0,1
3,0,3,517,1,0,1
1,0,2,890,1,0,1
5,0,1,1239,1,0,1
5,0,4,763,1,0,1
3,0,5,546,1,1,1
5,0,4,648,1,0,1
3,0,4,1233,1,0,1
5,0,3,1001,1,0,1
4,0,2,656,1,0,1
2,0,4,737,1,0,1
6,0,1,1331,1,0,1
3,0,5,804,1,0,1
5,0,4,559,1,0,1
2,1,1,735,1,0,1
2,0,4,899,1,0,1
4,0,4,771,1,1,1
4,0,2,1377,1,0,1
6,0,2,1038,1,0,1
1,0,3,867,1,0,1
1,1,4,897,1,1,1
2,0,5,928,1,0,1
6,0,3,1175,1,1,1
2,0,5,1237,1,0,1
2,0,1,1306,1,0,1
3,0,2,523,1,0,1
5,0,1,527,1,0,1
2,0,3,1340,1,0,1
4,0,2,1380,1,0,1
5,0,3,498,1,0,1
1,0,2,916,1,1,1
6,0,2,460,1,0,1
1,0,1,1287,1,1,1
1,0,2,732,1,0,1
1,0,4,800,1,0,1
4,0,1,1449,1,0,1
2,0,2,626,1,0,1
1,0,5,684,1,1,1
1,0,1,537,1,0,1
2,1,4,1068,1,0,1
1,1,4,663,1,0,1
5,0,3,1498,1,0,1
3,0,3,1185,1,0,1
1,0,3,436,1,0,1
5,0,1,696,1,0,1
2,0,4,409,1,0,1
4,0,4,940,1,0,1
6,0,5,868,1,0,1
1,0,3,978,1,0,1
6,0,4,1020,1,0,1
1,0,2,1396,1,0,1
2,0,2,486,1,0,1
3,0,5,946,1,0,1
6,1,1,707,1,0,1
4,0,1,1492,1,0,1
6,0,3,1297,1,1,1
2,0,2,1485,1,0,1
2,0,3,1309,1,0,1
1,0,2,497,1,0,1
6,0,2,972,1,0,1
2,1,2,528,1,0,1
5,1,5,1221,1,0,1
3,1,2,889,1,0,1
6,1,1,1460,1,0,1
3,1,3,1345,1,0,1
2,0,4,716,1,0,1
3,0,5,1010,1,0,1
6,0,2,970,1,1,1
4,0,5,496,1,0,1
1,0,5,774,1,0,1
1,1,3,1126,1,0,1
5,0,4,619,1,0,1
5,0,3,633,1,0,1
3,0,1,452,1,0,1
6,0,5,901,1,0,1
1,0,4,1077,1,0,1
2,0,1,545,1,0,1
1,0,3,489,1,0,1
5,0,4,856,1,0,1
5,0,4,420,1,0,1
2,0,5,1321,1,0,1
4,0,5,1275,1,0,1
4,0,3,814,1,0,1
4,0,3,1422,1,0,1
6,0,1,846,1,0,1
1,0,3,868,1,1,1
4,0,4,980,1,0,1
2,0,1,714,1,0,1
4,0,4,984,1,0,1
6,0,4,1315,1,0,1
5,0,2,514,1,0,1
1,0,3,1135,1,0,1
1,0,3,1056,1,0,1
4,0,2,796,1,0,1
3,0,2,1353,1,0,1
3,0,1,1029,1,0,1
2,0,2,424,1,0,1
1,1,2,1214,1,0,1
5,0,3,831,1,0,1
2,0,2,549,1,0,1
2,0,2,700,1,0,1
1,1,4,977,1,1,1
1,1,3,925,1,0,1
5,0,4,1115,1,0,1
1,0,1,578,1,1,1
2,0,4,771,1,0,1
4,1,2,552,1,0,1
3,0,1,1180,1,0,1
4,0,5,1252,1,0,1
4,0,1,511,1,0,1
2,0,2,1353,1,1,1
4,0,1,1366,1,0,1
6,0,5,1342,1,1,1
3,0,4,656,1,0,1
2,0,3,565,1,0,1
1,0,4,816,1,0,1
5,1,1,1451,1,0,1
5,1,4,1449,1,0,1
2,0,1,1398,1,1,1
4,0,4,813,1,0,1
4,0,3,549,1,0,1
3,0,1,1081,1,0,1
1,1,2,957,1,0,1
3,0,3,596,1,1,1
4,0,3,858,1,0,1
3,0,3,626,1,0,1
6,0,1,427,1,0,1
2,0,3,1299,1,0,1
6,0,3,1452,1,0,1
3,0,3,1400,1,0,1
5,0,1,1296,1,0,1
5,0,1,1126,1,0,1
1,0,4,772,1,0,1
1,0,3,1040,1,0,1
3,0,1,621,1,0,1
5,0,1,924,1,0,1
3,0,1,1098,1,0,1
5,0,2,1298,1,0,1
3,0,2,1019,1,0,1
6,0,1,582,1,0,1
2,0,4,1467,1,0,1
2,0,3,618,1,0,1
1,0,1,1471,1,0,1
3,0,1,861,1,0,1
5,0,5,447,1,0,1
1,0,4,413,1,1,1
3,0,1,660,1,1,1
3,0,4,785,1,0,1
6,0,2,736,1,0,1
3,0,4,1038,1,0,1
3,0,5,916,1,0,1
4,0,2,565,1,0,1
5,0,1,798,1,0,1
1,0,4,594,1,0,1
5,0,1,1108,1,0,1
4,1,4,1425,1,0,1
6,0,4,423,1,0,1
5,0,4,623,1,0,1
6,0,3,1292,1,0,1
3,0,1,1185,1,0,1
1,0,1,469,1,0,1
2,1,2,603,1,0,1
4,0,4,924,1,0,1
5,1,2,532,1,0,1
1,0,4,1126,1,0,1
3,0,4,581,1,0,1
3,0,3,608,1,0,1
6,0,2,701,1,0,1
6,1,5,637,1,0,1
3,0,1,429,1,1,1
2,0,2,757,1,0,1
4,1,4,1341,1,0,1
2,0,5,1139,1,0,1
2,0,4,965,1,0,1
4,0,1,1368,1,0,1
3,0,1,441,1,0,1
1,0,5,603,1,0,1
4,0,4,632,1,0,1
2,0,3,557,1,0,1
5,0,3,526,1,0,1
4,0,1,954,1,0,1
5,0,1,834,1,0,1
3,0,5,974,1,0,1
3,0,4,513,1,0,1
4,0,5,1382,1,0,1
4,0,2,813,1,0,1
3,0,5,1162,1,0,1
5,0,4,1090,1,0,1
5,0,1,1183,1,0,1
5,0,4,1294,1,0,1
2,1,1,1026,1,0,1
3,0,3,1178,1,0,1
3,0,3,1167,1,0,1
5,0,4,634,1,0,1
5,0,4,955,1,0,1
3,0,1,1116,1,1,1
5,0,3,957,1,0,1
3,0,2,1422,1,0,1
6,0,1,547,1,0,1
1,0,4,584,1,0,1
1,0,5,1171,1,0,1
4,1,2,895,1,0,1
2,0,1,645,1,0,1
3,0,4,897,1,0,1
2,0,3,721,1,1,1
4,0,1,1489,1,0,1
4,0,5,602,1,0,1
3,0,3,740,1,1,1
3,0,1,444,1,0,1
4,0,1,1194,1,0,1
3,0,1,1491,1,0,1
3,0,4,1463,1,0,1
1,0,4,912,1,0,1
3,0,4,535,1,0,1
6,0,5,902,1,1,1
2,0,5,1012,1,0,1
2,0,1,605,1,0,1
3,0,3,803,1,0,1
1,0,2,1164,1,0,1
2,1,3,1424,1,0,1
5,0,4,793,1,0,1
1,0,5,1253,1,0,1
3,0,2,515,1,0,1
1,0,3,986,1,0,1
5,0,4,499,1,0,1
6,0,1,465,1,0,1
2,1,5,971,1,0,1
2,0,4,858,1,0,1
3,0,4,559,1,1,1
3,0,2,1242,1,0,1
2,0,5,421,1,0,1
2,0,4,1241,1,0,1
4,0,5,913,1,0,1
5,0,4,1148,1,0,1
1,0,4,1280,1,0,1
5,0,5,1187,1,0,1
1,0,4,1047,1,0,1
2,0,4,447,1,0,1
1,0,1,848,1,0,1
6,0,1,684,1,1,1
2,1,4,1400,1,0,1
1,0,1,545,1,0,1
